c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NombreDeCrédits,c_ChargeHebdomadaire,c_DépartementResponsable
"RIN 4120","Innovation, organisation du travail et gestion des ressources humaines","Cours avec examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6501","Gestion des ressources humaines dans l'économie du savoir","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6216","Leadership et travail d'équipe","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6530","Projet d'intégration","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6508","Management et transfert des connaissances","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6520","La santé et la sécurité au travail face à la diversification des réalités organiisationnelles","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6525","Enjeux contemporains dans la gestion de carrières","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"EDU 1033","Gestion de projets et compétence numérique en milieu de travail","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6510","Gestion des ressources humaines en contexte de projet","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6508","Management et transfert des connaissances","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6506","Gestion des conflits en contexte de projet","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6505","Activité de synthèse","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6501","Gestion des ressources humaines dans l'économie du savoir","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6506","Gestion des conflits en contexte de projet","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6508","Management et transfert des connaissances","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6525","Enjeux contemporains dans la gestion de carrières","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6205","Gestion de projets et créativité","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6216","Leadership et travail d'équipe","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6510","Gestion des ressources humaines en contexte de projet","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6512","Sens du travail","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6520","La santé et la sécurité au travail face à la diversification des réalités organiisationnelles","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6514","Projet personnel","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6515","Activité de synthèse","Cours sans examen",3,"9 heures par semaine","Gestion des ressources  humaines et relations de travail"
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6052","Transformation numérique organisationnelle","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6052","Transformation numérique organisationnelle","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6052","Transformation numérique organisationnelle","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6028R","Lectures dirigées","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6107","Web social","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6052","Transformation numérique organisationnelle","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ENV 6008","Modélisation et systèmes d'aide à la décision en environnement","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6104","Recherche d'informations et web","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6409","Forage de données","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6426","Vision par ordinateur et apprentissage profond","Information manquante",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6065","Sécurité des réeaux et des systèmes informatiques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6070","Technologies sémantiques pour la gestion des connaissances","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"INF 6107","Web social","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"TED 6520","Environnements d'apprentissage intelligents","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"MTI 6405","Projet individuel","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"MTI 6500",Mémoire,"Cours sans examen",24,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,"9 heures par semaine","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,"9 heures par semaine","Gestion des technologies de l'information"
