Sigle du cours,Titre du cours,Description du cours,Type de cours,Nombre de crédits,Charge hebdomadaire,Cycle d'études,Cours préalable,Département responsable, Profil de formation du programme ,Numéro du programme
ENV 6410,Lectures dirigées,"Sous la supervision d'un professeur encadrant, définir un sujet en lien avec les objectifs du programme puis approfondir ses connaissances théoriques sur cette problématique par un programme élaboré de lectures.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6420,Recherche appliquée,"Approfondir ses connaissances sur un sujet de pointe en sciences de l'environnement dans un contexte international par la planification, l'organisation et la réalisation d'une étude scientifique originale de façon indépendante. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6425,Séminaire,Présenter les résultats du projet personnel ou de la recherche appliquée sous la forme d'une communication orale scientifique et d'une affiche scientifique en utilisant les règles de communication scientifique en vigueur.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6007,Océans et gestion intégrée des zones côtières,"Se familiariser aux réalités environnementales des zones côtières et des océans, c'est-à-dire les ressources qu'elles produisent, les interactions entre les ressources et leurs utilisations ainsi que les structures de gestion pertinentes.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6010,Gestion des zones côtières: écotourisme et activités d'observation des mammifères marins,"Le cours porte sur les aspects historiques des AOMM, sur la distribution de ces activités dans le monde, en particulier dans les Amériques, sur leur importance en tant qu'industrie, sur les effets de la navigation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6006,Résolution de problèmes environnementaux,"Modèles intégrés de résolution de problèmes environnementaux; intervenants; considération des aspects écologiques, économiques, politiques et socioculturels; modèles de stabilité écologique",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6012,Aires marines protégées : conservation et protection de l'habitat des cétacés,Notion de sanctuaires qui ont évolué vers les aires marines protégées. Importance de ces aires pour la protection de l'habitat des cétacés. Valeur des cétacés comme base de conservation. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6018,Services écosystémiques en milieux côtiers et marins,"Le cours traite des services écosystémiques rendus par les écosystèmes côtiers. Il présente le fondement théorique des services écosystémiques, décrit les techniques d'évaluation des services écosystémiques.",Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6003,"Changements climatiques: impacts, adaptation, mitigation","Science des changements climatiques, les gaz à effet de serre, la machine climatique, impacts des changements climatiques et adaptation, le protocole de Kyoto.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6014,Impacts des changements climatiques et de l'augmentation du niveau de la mer en zone côtière,"Acquérir les connaissances de base dans un domaine d'intervention important dans le monde, et qui est lié au développement durable des communautés côtières.",Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6011,Fondements et pratiques en santé environnementale,Définition et histoire de la santé environnementale. Écosystèmes et santé. Développement durable et santé. Mesure des expositions et des effets. Épidémiologie. Toxicologie. Géographie de la santé.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6020,Écotoxicologie aquatique,S'initier au concept de la santé environnementale. Comprendre les déterminants de la santé environnementale dans une perspective de système. Acquérir des connaissances sur les impacts écotoxicologiques des contaminants en milieu côtier.,Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,"Introduction aux principes de la modélisation : le rôle de la modélisation en sciences de l'environnement, la terminologie, le processus d'élaboration d'un modèle dynamique.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6016,Méthodes de géomatique appliquées aux zones côtières,Découvrir les outils et stratégies d'adaptation aux changements climatiques en zone côtière. Découvrir les outils de mesure de la côte.,Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6410,Lectures dirigées,"Sous la supervision d'un professeur encadrant, définir un sujet en lien avec les objectifs du programme puis approfondir ses connaissances théoriques sur cette problématique par un programme élaboré de lectures.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6415,Projet personnel,Conception et réalisation d'un projet se rapportant à l'un ou l'autre des champs d'intérêt des professeurs : la modélisation comme outils de prise de décision en environnement et autres.,Cours sans examen,9,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil professionnel),2477
ENV 6007,Océans et gestion intégrée des zones côtières,"Se familiariser aux réalités environnementales des zones côtières et des océans, c'est-à-dire les ressources qu'elles produisent, les interactions entre les ressources et leurs utilisations ainsi que les structures de gestion pertinentes.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil recherche appliquée),2478
ENV 6006,Résolution de problèmes environnementaux,"Modèles intégrés de résolution de problèmes environnementaux; intervenants; considération des aspects écologiques, économiques, politiques et socioculturels; modèles de stabilité écologique",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil recherche appliquée),2478
ENV 6010,Gestion des zones côtières: écotourisme et activités d'observation des mammifères marins,"Le cours porte sur les aspects historiques des AOMM, sur la distribution de ces activités dans le monde, en particulier dans les Amériques, sur leur importance en tant qu'industrie, sur les effets de la navigation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil recherche appliquée),2478
ENV 6012,Aires marines protégées : conservation et protection de l'habitat des cétacés,Notion de sanctuaires qui ont évolué vers les aires marines protégées. Importance de ces aires pour la protection de l'habitat des cétacés. Valeur des cétacés comme base de conservation. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée des zones côtières (profil recherche appliquée),2478
ENV 6018,Services écosystémiques en milieux côtiers et marins,"Le cours traite des services écosystémiques rendus par les écosystèmes côtiers. Il présente le fondement théorique des services écosystémiques, décrit les techniques d'évaluation des services écosystémiques.",Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Gestion intégrée des zones côtières (profil recherche appliquée),2478
