c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NombreDeCrédits,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme
"FIN 2022","Analyse financière et gestion du fonds de roulement","Cours avec examen",3,6770,"Administration (planification financière)"
"SCO 2205","Présentation et analyse des états financiers","Cours avec examen",3,6770,"Administration (planification financière)"
"ADM 4010","Stratégie d'entreprise","Cours avec examen",3,6770,"Administration (planification financière)"
"ADM 4052","Intervention en planification financière","Cours sans examen",3,6770,"Administration (planification financière)"
"ADM 4062","Observation en planification financière","Cours sans examen",3,6770,"Administration (planification financière)"
"FIN 6100","Fondements théoriques de la finance","Cours avec examen",3,3116,"Finance d'entreprise"
"FIN 6103","Aspects juridiques de la finance d'entreprise","Cours avec examen",3,3116,"Finance d'entreprise"
"FIN 6105","Diagnostic financier","Cours avec examen",3,3116,"Finance d'entreprise"
"FIN 6111","Analyse des investissements","Cours avec examen",3,3116,"Finance d'entreprise"
"FIN 6215","Environnement financier","Cours avec examen",3,3116,"Finance d'entreprise"
"FIN 6235","Décisions et sources de financement des entreprises","Cours avec examen",3,3116,"Finance d'entreprise"
"FIN 6304","Fusions, acquisitions et restructurations d'entreprises","Cours sans examen",3,3116,"Finance d'entreprise"
"FIN 6308","Gestion de la performance et du risque","Cours avec examen",3,3116,"Finance d'entreprise"
"FIN 6312","Gestion des risques financiers","Cours avec examen",3,3116,"Finance d'entreprise"
FIN6402,"Projet personnel","Cours sans examen",3,3116,"Finance d'entreprise"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,3116,"Finance d'entreprise"
"FIN 6302","Stratégie financière et création de la valeur","Cours sans examen",3,3116,"Finance d'entreprise"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",3,629,"Gestion de la diversité"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",3,629,"Gestion de la diversité"
"ECO 3003","Économie du travail","Cours avec examen",3,629,"Gestion de la diversité"
"ECO 3005","Développement économique et emploi","Cours avec examen",3,629,"Gestion de la diversité"
"RIN 1025","Équité en emploi/Équité salariale","Cours avec examen",3,629,"Gestion de la diversité"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",3,629,"Gestion de la diversité"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",3,629,"Gestion de la diversité"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",3,564,"Gestion des ressources humaines"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",3,564,"Gestion des ressources humaines"
"ADM 1013","Comportement organisationnel","Cours avec examen",3,564,"Gestion des ressources humaines"
"ADM 4025","Séminaire thématique en gestion de ressources humaines","Cours avec examen",3,564,"Gestion des ressources humaines"
"ADM 1404","Travail et société","Cours avec examen",3,564,"Gestion des ressources humaines"
"ADM 2010","Gestion de la formation et développement des ressources humaines","Cours avec examen",3,564,"Gestion des ressources humaines"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",3,564,"Gestion des ressources humaines"
"DRT 1080","Droit du travail au Québec","Cours avec examen",3,564,"Gestion des ressources humaines"
"ECO 3003","Économie du travail","Cours avec examen",3,564,"Gestion des ressources humaines"
"ECO 3004","Formation et compétitivité économique","Cours avec examen",3,564,"Gestion des ressources humaines"
"ECO 3005","Développement économique et emploi","Cours avec examen",3,564,"Gestion des ressources humaines"
"RIN 1011",Dotation,"Cours avec examen",3,564,"Gestion des ressources humaines"
"RIN 1012","Droit et pratique des conventions collectives","Cours avec examen",3,564,"Gestion des ressources humaines"
"RIN 1016","Gestion de la rémunération","Cours avec examen",3,564,"Gestion des ressources humaines"
"RIN 1022","Négociation collective contemporaine","Cours avec examen",3,564,"Gestion des ressources humaines"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",3,564,"Gestion des ressources humaines"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",3,564,"Gestion des ressources humaines"
"RIN 4120","Innovation, organisation du travail et gestion des ressources humaines","Cours avec examen",3,564,"Gestion des ressources humaines"
"ADM 1002","Initiation à la gestion","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 1013","Comportement organisationnel","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 4025","Séminaire thématique en gestion de ressources humaines","Cours avec examen",3,4209,"Gestion des ressources humaines"
"DRT 1080","Droit du travail au Québec","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 1016","Gestion de la rémunération","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 1400","Théories de l'organisation","Cours sans examen",3,4209,"Gestion des ressources humaines"
"ADM 1404","Travail et société","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 2010","Gestion de la formation et développement des ressources humaines","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 4020","Gestion du rendement","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ECO 3004","Formation et compétitivité économique","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ECO 3005","Développement économique et emploi","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 1011",Dotation,"Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 1012","Droit et pratique des conventions collectives","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 1013","Problèmes de santé au travail","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 1014","Problèmes de sécurité au travail","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 1015","Gestion du dossier de santé et de sécurité au travail","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 1025","Équité en emploi/Équité salariale","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",3,4209,"Gestion des ressources humaines"
"RIN 4120","Innovation, organisation du travail et gestion des ressources humaines","Cours avec examen",3,4209,"Gestion des ressources humaines"
"ADM 1002","Initiation à la gestion","Cours avec examen",3,4209,"Gestion des ressources humaines"
"DRT 1080","Droit du travail au Québec","Cours avec examen",3,4099,"Relations du travail"
"ECO 3003","Économie du travail","Cours avec examen",3,4099,"Relations du travail"
"RIN 1012","Droit et pratique des conventions collectives","Cours avec examen",3,4099,"Relations du travail"
"RIN 1022","Négociation collective contemporaine","Cours avec examen",3,4099,"Relations du travail"
"RIN 1024","Arbitrage des griefs","Cours avec examen",3,4099,"Relations du travail"
"ADM 1013","Comportement organisationnel","Cours avec examen",3,4099,"Relations du travail"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",3,4099,"Relations du travail"
"ADM 1404","Travail et société","Cours avec examen",3,4099,"Relations du travail"
"RIN 1011",Dotation,"Cours avec examen",3,4099,"Relations du travail"
"RIN 1016","Gestion de la rémunération","Cours avec examen",3,4099,"Relations du travail"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",3,4099,"Relations du travail"
"ADM 4025","Séminaire thématique en gestion de ressources humaines","Cours avec examen",3,4099,"Relations du travail"
"ECO 3005","Développement économique et emploi","Cours avec examen",3,4099,"Relations du travail"
"RIN 1025","Équité en emploi/Équité salariale","Cours avec examen",3,4099,"Relations du travail"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",3,4099,"Relations du travail"
"RIN 1013","Problèmes de santé au travail","Cours avec examen",3,4099,"Relations du travail"
"RIN 1014","Problèmes de sécurité au travail","Cours avec examen",3,4099,"Relations du travail"
"RIN 1015","Gestion du dossier de santé et de sécurité au travail","Cours avec examen",3,4099,"Relations du travail"
"RIN 1017","Les défis de l'intervention préventiveen santé et sécurité au travail","Cours avec examen",3,4099,"Relations du travail"
"ADM 1013","Comportement organisationnel","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 2007","Introduction au marketing","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ECO 1300","Analyse microéconomique","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"DRT 1060","Droit des affaires","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"FIN 1020","Administration financière 1","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 1002","Initiation à la gestion","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ECO 2400","Analyse macroéconomique","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 1420","Gestion des opérations","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"MQT 2001","Statistiques appliquées à la gestion","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 1402","Entreprise et société","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",3,7564,"Administration (gestion des ressources humaines)"
"ADM 1400","Théories de l'organisation","Cours sans examen",3,7564,"Administration (gestion des ressources humaines)"
